date,trip_year,trip_month,trip_day,weekday,n_trips,n_csl_trips,prop_lobster,all_all,csl_all,all_hook_and_line,all_spear_or_hand,all_nets,all_traps,all_unknown,all_diving,all_combined_gears,csl_spear_or_hand,csl_traps,csl_nets,csl_hook_and_line,csl_unknown,csl_diving,csl_combined_gears,year,is_sunday,max_wind_ms,mean_wind_ms,max_gust_ms,max_swh_m,mean_swh_m,population,csl_trips_per_1k,csl_lbs_per_1k,total_annual_trips,total_annual_csl,trip_share_daily,csl_trip_share_daily
1998-03-16,1998,3,16,Monday,27,0,0,2077,0,1067,0,86,469,0,455,0,0,0,0,0,0,0,0,1998,0,6.979551896276947,6.293904371780958,10.020046,1.2398177,1.1509947916666667,108537,0,0,8887,1382,0.0030381456059412624,0
1998-03-17,1998,3,17,Tuesday,35,4,0.114285714,2850,88,967,0,614,581,0,495,193,0,0,2,0,0,76,10,1998,0,8.470302740185733,8.06383107272955,11.207831,1.3316233,1.2680141916666667,108537,0.03685379179450326,0.8107834194790716,8887,1382,0.0039383368965905255,0.002894356005788712
1998-03-18,1998,3,18,Wednesday,27,5,0.185185185,1719,135,1055,0,68,140,95,361,0,0,0,1,0,0,134,0,1998,0,10.022729374512762,8.999555763993495,13.253595,1.7297189,1.5839694375,108537,0.046067239743129075,1.2438154730644848,8887,1382,0.0030381456059412624,0.00361794500723589
1998-03-19,1998,3,19,Thursday,29,3,0.103448276,2281,63,1319,0,30,310,135,487,0,0,0,0,0,0,63,0,1998,0,11.01084200238467,10.270390616813975,14.788916,2.1372492,1.9900507333333333,108537,0.027640343845877442,0.5804472207634263,8887,1382,0.003263193428603578,0.002170767004341534
1998-03-20,1998,3,20,Friday,41,0,0,3092,0,899,0,1017,870,50,256,0,0,0,0,0,0,0,0,1998,0,11.640209318670038,10.718813927347643,15.797488,2.533936,2.384797125,108537,0,0,8887,1382,0.004613480364577473,0
1998-03-21,1998,3,21,Saturday,36,6,0.166666667,1828,215,556,0,201,626,0,445,0,0,20,0,0,0,195,0,1998,0,10.509392614165408,9.707632089773318,14.888491,2.29138,2.1576661625,108537,0.055280687691754885,1.9808913089545501,8887,1382,0.004050860807921683,0.004341534008683068
1998-03-22,1998,3,22,Sunday,16,0,0,985,0,467,0,0,310,0,208,0,0,0,0,0,0,0,0,1998,1,9.80604711902987,8.515788585717534,13.6779175,1.9954941,1.8973374916666668,108537,0,0,8887,1382,0.001800382581298526,0
1998-03-23,1998,3,23,Monday,29,4,0.137931034,2055,140,375,0,372,483,0,357,468,0,40,0,0,0,85,15,1998,0,9.628893959879552,8.424128184258983,14.024168,1.8448932,1.7047382916666667,108537,0.03685379179450326,1.289882712807614,8887,1382,0.003263193428603578,0.002894356005788712
1998-03-24,1998,3,24,Tuesday,25,3,0.12,1864,26,534,0,331,579,0,221,199,0,0,0,0,0,14,12,1998,0,8.624256918701178,7.074352332243986,11.447768,1.6669047,1.5722914291666668,108537,0.027640343845877442,0.23954964666427117,8887,1382,0.002813097783278947,0.002170767004341534
1998-03-25,1998,3,25,Wednesday,23,0,0,2116,0,1211,0,386,290,100,129,0,0,0,0,0,0,0,0,1998,0,8.599207136970234,7.561738985682008,11.956537,1.6509706,1.5661755708333334,108537,0,0,8887,1382,0.002588049960616631,0
1998-03-26,1998,3,26,Thursday,30,3,0.1,2015,117,631,0,486,408,90,400,0,0,0,9,0,0,108,0,1998,0,9.82611008732605,8.821733904694746,13.463976,1.8379174,1.7318767,108537,0.027640343845877442,1.0779734099892202,8887,1382,0.003375717339934736,0.002170767004341534
1998-03-27,1998,3,27,Friday,33,0,0,2455,0,1129,0,300,655,80,291,0,0,0,0,0,0,0,0,1998,0,10.590257246366619,9.269247107110749,14.823933,2.063403,1.9163113041666666,108537,0,0,8887,1382,0.0037132890739282097,0
1998-03-28,1998,3,28,Saturday,38,5,0.131578947,1575,97,230,0,156,939,80,170,0,0,21,0,0,0,76,0,1998,0,8.890044538320181,7.7638173853947965,12.603931,1.9023336,1.7417011541666667,108537,0.046067239743129075,0.8937044510167039,8887,1382,0.004275908630583999,0.00361794500723589
1998-03-29,1998,3,29,Sunday,15,0,0,931,0,276,0,100,329,0,226,0,0,0,0,0,0,0,0,1998,1,8.89660331754622,6.90244491536781,11.786698,1.7017975,1.6148706208333334,108537,0,0,8887,1382,0.001687858669967368,0
1998-03-30,1998,3,30,Monday,21,0,0,1557,0,632,0,100,375,0,450,0,0,0,0,0,0,0,0,1998,0,5.787618713967525,3.2948813664227585,9.182288,1.5862502,1.4151686583333334,108537,0,0,8887,1382,0.0023630021379543154,0
1998-03-31,1998,3,31,Tuesday,20,0,0,1548,0,631,0,85,466,0,175,191,0,0,0,0,0,0,0,1998,0,3.805243930694653,2.1180053491560518,5.9879746,1.261032,1.1032741208333334,108537,0,0,8887,1382,0.0022504782266231575,0
1998-04-01,1998,4,1,Wednesday,35,8,0.228571429,2816,146,728,0,968,563,0,557,0,0,0,6,0,0,140,0,1998,0,6.315154815334307,4.683000232195749,7.3497305,1.2861793,1.1719226041666666,108537,0.07370758358900652,1.3451634004993689,8887,1382,0.0039383368965905255,0.005788712011577424
1998-04-02,1998,4,2,Thursday,32,7,0.21875,2161,201,505,0,0,782,85,789,0,0,40,0,0,0,161,0,1998,0,6.898814203139999,5.875229368595563,9.454602,1.4535847,1.3282290374999999,108537,0.0644941356403807,1.8519030376737886,8887,1382,0.003600765162597052,0.005065123010130246
1998-04-03,1998,4,3,Friday,42,9,0.214285714,3420,224,742,0,965,891,42,780,0,0,84,13,0,0,127,0,1998,0,6.787540608048374,5.840774620142168,8.472341,1.308954,1.2433119416666667,108537,0.08292103153763233,2.0638123404921824,8887,1382,0.004726004275908631,0.006512301013024602
1998-04-04,1998,4,4,Saturday,41,7,0.170731707,1799,232,411,0,92,586,75,625,10,0,10,5,0,0,217,0,1998,0,6.07112529989566,5.6966438738339935,8.249622,1.1772727,1.1206879083333334,108537,0.0644941356403807,2.1375199240811886,8887,1382,0.004613480364577473,0.005065123010130246
1998-04-05,1998,4,5,Sunday,26,3,0.115384615,1761,69,756,0,105,504,0,396,0,0,0,0,0,0,69,0,1998,1,5.936933300959043,5.451322690790625,7.864745,0.9888612,0.9666156204166667,108537,0.027640343845877442,0.6357279084551812,8887,1382,0.0029256216946101045,0.002170767004341534
1998-04-06,1998,4,6,Monday,30,8,0.266666667,2591,192,566,0,553,757,67,250,398,0,48,10,0,0,117,17,1998,0,7.486791035188483,5.679156878751672,9.448712,1.0997926,0.98331118875,108537,0.07370758358900652,1.7689820061361563,8887,1382,0.003375717339934736,0.005788712011577424
1998-04-07,1998,4,7,Tuesday,27,4,0.148148148,1641,76,527,0,6,487,0,406,215,0,0,2,0,0,74,0,1998,0,4.235600285318292,2.734188281959542,6.1934896,1.0095748,0.9274726958333334,108537,0.03685379179450326,0.7002220440955619,8887,1382,0.0030381456059412624,0.002894356005788712
1998-04-08,1998,4,8,Wednesday,25,4,0.16,1914,104,1111,0,125,187,0,461,30,0,0,0,0,0,104,0,1998,0,10.479220554364957,8.028774353983023,13.901171,1.842684,1.42218658125,108537,0.03685379179450326,0.9581985866570847,8887,1382,0.002813097783278947,0.002894356005788712
1998-04-09,1998,4,9,Thursday,26,3,0.115384615,2138,76,390,0,918,529,57,244,0,0,0,0,0,0,76,0,1998,0,11.361185076076394,10.008678926539304,15.188547,2.1677313,1.9435669333333334,108537,0.027640343845877442,0.7002220440955619,8887,1382,0.0029256216946101045,0.002170767004341534
1998-04-10,1998,4,10,Friday,27,4,0.148148148,2358,146,658,0,140,1167,80,313,0,0,76,0,0,0,70,0,1998,0,9.2531280317007365,8.096137783417085,12.889433,1.6686506,1.5433159625,108537,0.03685379179450326,1.3451634004993689,8887,1382,0.0030381456059412624,0.002894356005788712
1998-04-11,1998,4,11,Saturday,47,8,0.170212766,2504,161,968,0,0,604,75,763,94,0,5,0,0,0,156,0,1998,0,8.829816960945076,7.320425804095264,11.834633,1.482822,1.3432007958333334,108537,0.07370758358900652,1.483365119728756,8887,1382,0.00528862383256442,0.005788712011577424
1998-04-12,1998,4,12,Sunday,19,4,0.210526316,1835,85,177,0,849,430,65,314,0,0,0,38,0,0,47,0,1998,1,7.793029335227515,6.69938741759353,9.651656,1.267366,1.1933375208333334,108537,0.03685379179450326,0.7831430756331942,8887,1382,0.0021379543152919996,0.002894356005788712
1998-04-13,1998,4,13,Monday,24,5,0.208333333,1596,241,654,0,114,193,200,435,0,0,0,0,0,0,241,0,1998,0,8.399164096594435,6.453115410387621,11.454931,1.271382,1.1728375416666668,108537,0.046067239743129075,2.2204409556188214,8887,1382,0.002700573871947789,0.00361794500723589
1998-04-14,1998,4,14,Tuesday,29,5,0.172413793,2700,71,1314,0,110,545,95,446,190,0,9,0,0,0,50,12,1998,0,10.574251705319927,9.376835185128352,14.705657,1.7906405,1.5111795708333333,108537,0.046067239743129075,0.6541548043524329,8887,1382,0.003263193428603578,0.00361794500723589
1998-04-15,1998,4,15,Wednesday,27,0,0,2148,0,650,0,312,211,75,446,454,0,0,0,0,0,0,0,1998,0,10.876383992031007,10.155304641708302,14.732863,2.0207148,1.9385624125,108537,0,0,8887,1382,0.0030381456059412624,0
1998-04-16,1998,4,16,Thursday,19,0,0,1225,0,458,0,307,255,40,165,0,0,0,0,0,0,0,0,1998,0,8.404729461850113,6.894269726424155,11.660775,1.8029181,1.4560448291666668,108537,0,0,8887,1382,0.0021379543152919996,0
1998-04-17,1998,4,17,Friday,27,6,0.222222222,2492,210,446,0,268,868,28,453,429,0,135,0,0,0,57,18,1998,0,8.83963851741963,7.526083757238909,12.239397,1.4629673,1.38340175,108537,0.055280687691754885,1.934824069211421,8887,1382,0.0030381456059412624,0.004341534008683068
1998-04-18,1998,4,18,Saturday,49,7,0.142857143,2828,214,882,0,450,993,92,411,0,0,10,12,0,0,192,0,1998,0,8.227847184292399,7.034044198017836,12.360922,1.5393441,1.3625941458333333,108537,0.0644941356403807,1.9716778610059245,8887,1382,0.005513671655226736,0.005065123010130246
1998-04-19,1998,4,19,Sunday,25,3,0.12,1567,95,785,0,218,207,70,287,0,0,0,0,0,0,95,0,1998,1,7.45701936710548,6.868065749842937,10.85324,1.3183199,1.2618883458333334,108537,0.027640343845877442,0.8752775551194524,8887,1382,0.002813097783278947,0.002170767004341534
1998-04-20,1998,4,20,Monday,24,3,0.125,1640,128,833,0,0,180,35,233,359,0,0,0,0,0,128,0,1998,0,7.497298479756313,6.0113778953748245,10.094885,1.3264655,1.2140257833333332,108537,0.027640343845877442,1.1793213374241043,8887,1382,0.002700573871947789,0.002170767004341534
1998-04-21,1998,4,21,Tuesday,25,5,0.2,1651,148,313,0,273,519,85,275,186,0,0,0,0,0,140,8,1998,0,6.79203278680266,5.1002084831938745,8.617878,1.2126637,1.1114409041666666,108537,0.046067239743129075,1.3635902963966207,8887,1382,0.002813097783278947,0.00361794500723589
1998-04-22,1998,4,22,Wednesday,24,5,0.208333333,1981,148,532,0,570,0,131,442,306,0,0,0,0,0,148,0,1998,0,5.971841291865757,4.916814229468253,7.971565,1.074238,1.0246031379166667,108537,0.046067239743129075,1.3635902963966207,8887,1382,0.002700573871947789,0.00361794500723589
1998-04-23,1998,4,23,Thursday,30,3,0.1,2464,97,903,0,498,386,85,243,349,0,0,0,0,0,97,0,1998,0,7.358974016241581,6.446986127195974,10.586604,1.1548966,1.0816506058333333,108537,0.027640343845877442,0.8937044510167039,8887,1382,0.003375717339934736,0.002170767004341534
1998-04-24,1998,4,24,Friday,25,3,0.12,2037,181,642,0,366,805,0,224,0,0,100,0,0,0,81,0,1998,0,7.36763302425718,6.56808482006422,10.588804,1.1916682,1.0851957416666667,108537,0.027640343845877442,1.6676340787012724,8887,1382,0.002813097783278947,0.002170767004341534
1998-04-25,1998,4,25,Saturday,41,4,0.097560976,2185,138,615,0,323,762,151,334,0,0,0,0,0,0,138,0,1998,0,7.295723883430914,6.579872217839286,10.23602,1.2191029,1.160374325,108537,0.03685379179450326,1.2714558169103625,8887,1382,0.004613480364577473,0.002894356005788712
1998-04-26,1998,4,26,Sunday,14,4,0.285714286,1523,112,141,0,0,242,103,235,802,0,0,0,0,0,112,0,1998,1,7.9068393594035085,7.130162333745011,10.929624,1.328735,1.273685175,108537,0.03685379179450326,1.0319061702460912,8887,1382,0.0015753347586362101,0.002894356005788712
1998-04-27,1998,4,27,Monday,22,5,0.227272727,1739,160,1084,0,204,280,0,171,0,0,8,0,0,0,152,0,1998,0,8.952688589506641,7.5049290259331976,11.733615,1.4497057,1.3464960041666667,108537,0.046067239743129075,1.4741516717801304,8887,1382,0.0024755260492854733,0.00361794500723589
1998-04-28,1998,4,28,Tuesday,23,5,0.217391304,1409,116,615,0,170,347,0,277,0,0,0,0,0,0,116,0,1998,0,8.777259971541215,7.611641144248686,11.611227,1.4838904,1.3766225083333334,108537,0.046067239743129075,1.0687599620405943,8887,1382,0.002588049960616631,0.00361794500723589
1998-04-29,1998,4,29,Wednesday,26,7,0.269230769,2138,173,755,0,532,117,100,381,253,0,0,21,0,0,152,0,1998,0,8.639652079672725,8.043221247192772,11.921415,1.4445393,1.3649199791666666,108537,0.0644941356403807,1.593926495112266,8887,1382,0.0029256216946101045,0.005065123010130246
1998-04-30,1998,4,30,Thursday,24,5,0.208333333,1765,193,416,0,260,790,0,299,0,0,116,0,0,0,77,0,1998,0,9.35323742054532,8.66109578241861,12.605503,1.506488,1.4521547416666667,108537,0.046067239743129075,1.7781954540847822,8887,1382,0.002700573871947789,0.00361794500723589
1998-05-01,1998,5,1,Friday,33,3,0.090909091,2371,50,539,0,396,1113,75,248,0,0,20,0,0,0,30,0,1998,0,9.733701216788386,8.48074035743515,13.055222,1.6154627,1.5174435041666667,108537,0.027640343845877442,0.4606723974312907,8887,1382,0.0037132890739282097,0.002170767004341534
1998-05-02,1998,5,2,Saturday,31,7,0.225806452,1375,134,266,0,187,292,0,606,24,0,7,0,0,0,127,0,1998,0,7.868299768157681,6.472976164169629,11.23997,1.4208331,1.3267906291666667,108537,0.0644941356403807,1.2346020251158591,8887,1382,0.003488241251265894,0.005065123010130246
1998-05-03,1998,5,3,Sunday,21,5,0.238095238,1857,116,188,0,727,319,0,298,325,0,0,43,0,0,73,0,1998,1,7.99305705768927,6.8171392616976485,10.596427,1.4811023,1.3632906291666667,108537,0.046067239743129075,1.0687599620405943,8887,1382,0.0023630021379543154,0.00361794500723589
1998-05-04,1998,5,4,Monday,31,8,0.258064516,2458,238,987,0,152,441,0,878,0,0,3,2,0,0,233,0,1998,0,8.138559128697493,6.921313426782095,11.475302,1.53933,1.4109803,108537,0.07370758358900652,2.192800611772944,8887,1382,0.003488241251265894,0.005788712011577424
1998-05-05,1998,5,5,Tuesday,35,5,0.142857143,2372,282,592,0,170,1058,72,480,0,0,82,0,0,0,200,0,1998,0,7.142893554947125,6.226005035432094,9.997923,1.1996579,1.1312923708333333,108537,0.046067239743129075,2.5981923215124794,8887,1382,0.0039383368965905255,0.00361794500723589
1998-05-06,1998,5,6,Wednesday,31,6,0.193548387,2739,230,820,0,654,325,25,585,330,0,0,0,0,0,230,0,1998,0,6.879175298518724,5.232538698126928,9.779903,1.1826586,1.0647852004166667,108537,0.055280687691754885,2.1190930281839373,8887,1382,0.003488241251265894,0.004341534008683068
1998-05-07,1998,5,7,Thursday,24,6,0.25,1308,167,330,0,163,272,148,395,0,0,0,10,0,0,157,0,1998,0,4.841625249978812,3.3464967564327415,6.78178,0.96882755,0.92755469,108537,0.055280687691754885,1.538645807420511,8887,1382,0.002700573871947789,0.004341534008683068
1998-05-08,1998,5,8,Friday,34,8,0.235294118,2770,200,533,0,849,863,146,379,0,0,20,0,0,0,180,0,1998,0,4.077122371447368,2.82206399672674,6.238861,0.85125965,0.8357142554166667,108537,0.07370758358900652,1.8426895897251627,8887,1382,0.0038258129852593676,0.005788712011577424
1998-05-09,1998,5,9,Saturday,43,9,0.209302326,2888,196,534,0,548,771,0,607,428,0,12,0,0,0,153,31,1998,0,3.535107289647986,2.06122395082259,5.8564243,0.8246501,0.8103770775,108537,0.08292103153763233,1.8058357979306596,8887,1382,0.004838528187239789,0.006512301013024602
1998-05-10,1998,5,10,Sunday,23,3,0.130434783,1274,28,213,0,79,556,0,426,0,0,0,11,0,0,17,0,1998,1,2.485462290109478,1.7240061536021138,4.4076242,0.932036,0.7893685308333334,108537,0.027640343845877442,0.2579765425615228,8887,1382,0.002588049960616631,0.002170767004341534
1998-05-11,1998,5,11,Monday,23,3,0.130434783,1242,52,490,0,41,181,0,530,0,0,3,0,0,0,49,0,1998,0,4.549884050689507,3.246351310862446,6.218771,0.69117904,0.66189613375,108537,0.027640343845877442,0.47909929332854234,8887,1382,0.002588049960616631,0.002170767004341534
1998-05-12,1998,5,12,Tuesday,29,5,0.172413793,2853,96,1257,0,232,483,85,575,221,0,0,1,0,0,95,0,1998,0,6.128692836190846,5.380188109491174,8.14022,0.8433821,0.7896044225,108537,0.046067239743129075,0.8844910030680782,8887,1382,0.003263193428603578,0.00361794500723589
1998-05-13,1998,5,13,Wednesday,29,3,0.103448276,2544,94,719,0,335,445,176,477,392,0,15,0,0,0,79,0,1998,0,7.144757005067422,6.088716062987323,9.642267,1.0543574,0.9346554366666666,108537,0.027640343845877442,0.8660641071708265,8887,1382,0.003263193428603578,0.002170767004341534
1998-05-14,1998,5,14,Thursday,17,0,0,2077,0,1087,0,410,225,31,324,0,0,0,0,0,0,0,0,1998,0,7.500368511231309,5.9505161075613335,9.686858,1.0929016,1.0154472358333333,108537,0,0,8887,1382,0.0019129064926296838,0
1998-05-15,1998,5,15,Friday,28,5,0.178571429,2294,236,411,0,557,1018,27,281,0,0,105,0,0,0,131,0,1998,0,5.593724173513157,4.189832059849038,7.3905363,0.9941755,0.92914320125,108537,0.046067239743129075,2.174373715875692,8887,1382,0.0031506695172724202,0.00361794500723589
1998-05-16,1998,5,16,Saturday,44,4,0.090909091,2607,155,886,0,244,862,11,481,123,0,0,0,0,0,155,0,1998,0,6.831179089476337,5.618494778452191,9.076757,1.2010493,1.1175783691666668,108537,0.03685379179450326,1.4280844320370012,8887,1382,0.004951052098570947,0.002894356005788712
1998-05-17,1998,5,17,Sunday,24,4,0.166666667,1651,143,341,0,75,547,85,279,324,0,0,0,0,0,116,27,1998,1,5.108686047429186,3.910813523918521,7.3182216,1.1229093,1.0537644633333334,108537,0.03685379179450326,1.3175230566534915,8887,1382,0.002700573871947789,0.002894356005788712
1998-05-18,1998,5,18,Monday,23,4,0.173913043,2038,137,981,0,144,320,120,195,278,0,6,0,0,0,131,0,1998,0,4.166049465539773,3.224390637334616,6.0723495,0.98699826,0.9226389804166667,108537,0.03685379179450326,1.2622423689617366,8887,1382,0.002588049960616631,0.002894356005788712
1998-05-19,1998,5,19,Tuesday,25,0,0,1899,0,437,0,377,595,180,310,0,0,0,0,0,0,0,0,1998,0,5.074871699708334,4.253424063799,6.8871136,0.8775345,0.85872250625,108537,0,0,8887,1382,0.002813097783278947,0
1998-05-20,1998,5,20,Wednesday,25,0,0,1679,0,608,0,298,436,0,337,0,0,0,0,0,0,0,0,1998,0,5.894488820123846,5.0410014919259645,7.7986298,0.9305409,0.8987533425,108537,0,0,8887,1382,0.002813097783278947,0
1998-05-21,1998,5,21,Thursday,25,4,0.16,1884,102,265,0,551,495,92,481,0,0,0,22,0,0,80,0,1998,0,6.649979123086263,5.927802529323598,9.069342,1.0186434,0.9283285079166667,108537,0.03685379179450326,0.939771690759833,8887,1382,0.002813097783278947,0.002894356005788712
1998-05-22,1998,5,22,Friday,30,5,0.166666667,1942,183,379,0,192,959,48,364,0,0,62,0,0,0,121,0,1998,0,7.1524888269186135,6.13905281352274,9.828311,1.035234,0.97014592875,108537,0.046067239743129075,1.686060974598524,8887,1382,0.003375717339934736,0.00361794500723589
1998-05-23,1998,5,23,Saturday,35,3,0.085714286,1944,104,531,0,62,770,0,294,287,0,3,0,0,0,101,0,1998,0,8.367078937676974,7.60335675377028,11.6046915,1.3112538,1.2170684183333333,108537,0.027640343845877442,0.9581985866570847,8887,1382,0.0039383368965905255,0.002170767004341534
1998-05-24,1998,5,24,Sunday,16,0,0,1733,0,258,0,649,359,0,164,303,0,0,0,0,0,0,0,1998,1,9.689860898577898,8.810708904584683,13.610824,1.5977222,1.4577186125,108537,0,0,8887,1382,0.001800382581298526,0
1998-05-25,1998,5,25,Monday,21,4,0.19047619,996,88,208,0,177,279,0,332,0,0,2,0,0,0,86,0,1998,0,9.666206360374852,7.354052368983936,13.969229,1.6402814,1.3512952416666666,108537,0.03685379179450326,0.8107834194790716,8887,1382,0.0023630021379543154,0.002894356005788712
1998-05-26,1998,5,26,Tuesday,26,4,0.153846154,2565,110,1030,0,364,721,0,450,0,0,0,21,0,0,89,0,1998,0,8.152281701309947,7.120608740151323,10.991498,1.3426338,1.2033423125,108537,0.03685379179450326,1.0134792743488394,8887,1382,0.0029256216946101045,0.002894356005788712
1998-05-27,1998,5,27,Wednesday,15,0,0,1099,0,306,0,348,236,0,194,15,0,0,0,0,0,0,0,1998,0,9.737270369501436,8.739651812251932,13.05153,1.6425172,1.503429725,108537,0,0,8887,1382,0.001687858669967368,0
1998-05-28,1998,5,28,Thursday,17,5,0.294117647,1054,91,149,0,105,338,70,392,0,0,0,0,0,0,91,0,1998,0,9.523509564633748,8.052738452629962,12.928015,1.5803846,1.409068075,108537,0.046067239743129075,0.8384237633249491,8887,1382,0.0019129064926296838,0.00361794500723589
1998-05-29,1998,5,29,Friday,24,7,0.291666667,2368,169,80,0,506,1125,45,375,237,0,68,0,0,0,101,0,1998,0,8.401323176264873,6.8714924008592195,12.171232,1.445586,1.3777842125,108537,0.0644941356403807,1.5570727033177625,8887,1382,0.002700573871947789,0.005065123010130246
1998-05-30,1998,5,30,Saturday,34,0,0,1549,0,671,0,20,650,0,191,17,0,0,0,0,0,0,0,1998,0,8.903411263818212,7.604453647712922,12.918004,1.4910465,1.3583293916666668,108537,0,0,8887,1382,0.0038258129852593676,0
1998-05-31,1998,5,31,Sunday,10,0,0,720,0,445,0,0,178,0,97,0,0,0,0,0,0,0,0,1998,1,8.819990331591228,8.363039415369354,11.947658,1.590496,1.4842977166666667,108537,0,0,8887,1382,0.0011252391133115788,0
1998-06-01,1998,6,1,Monday,29,4,0.137931034,2054,151,512,0,36,609,145,380,372,0,0,0,0,0,151,0,1998,0,9.04486831102664,8.090127897641358,12.28899,1.5463332,1.4076413416666667,108537,0.03685379179450326,1.3912306402424979,8887,1382,0.003263193428603578,0.002894356005788712
1998-06-02,1998,6,2,Tuesday,23,3,0.130434783,1373,86,307,0,161,367,60,478,0,0,0,4,0,0,82,0,1998,0,7.860787902745471,6.202087079268773,10.831663,1.3111767,1.1875696708333334,108537,0.027640343845877442,0.7923565235818201,8887,1382,0.002588049960616631,0.002170767004341534
1998-06-03,1998,6,3,Wednesday,37,8,0.216216216,2976,222,342,0,824,1198,135,477,0,0,44,3,0,0,175,0,1998,0,6.033015032583716,4.549365317509341,7.996966,1.0464318,0.9366591879166667,108537,0.07370758358900652,2.0453854445949307,8887,1382,0.004163384719252841,0.005788712011577424
1998-06-04,1998,6,4,Thursday,24,0,0,4247,0,2820,0,188,381,0,418,440,0,0,0,0,0,0,0,1998,0,4.776801337596753,3.910194850066657,7.9750514,0.80575657,0.7265998775,108537,0,0,8887,1382,0.002700573871947789,0
1998-06-05,1998,6,5,Friday,29,5,0.172413793,2297,180,482,0,757,566,0,492,0,0,0,8,0,0,172,0,1998,0,6.525640049634674,4.769374764255206,10.141207,0.775128,0.7115972945833333,108537,0.046067239743129075,1.6584206307526466,8887,1382,0.003263193428603578,0.00361794500723589
1998-06-06,1998,6,6,Saturday,31,3,0.096774194,1821,90,484,0,461,585,0,252,39,0,15,0,0,0,75,0,1998,0,6.96718698762078,6.036472746987096,10.531566,0.8650013,0.8135814112499999,108537,0.027640343845877442,0.8292103153763233,8887,1382,0.003488241251265894,0.002170767004341534
1998-06-07,1998,6,7,Sunday,23,0,0,1844,0,153,0,369,381,75,454,412,0,0,0,0,0,0,0,1998,1,7.588272261864338,7.062227660374834,10.864596,1.0416242,0.94663666,108537,0,0,8887,1382,0.002588049960616631,0
1998-06-08,1998,6,8,Monday,27,4,0.148148148,1844,58,475,0,502,472,0,395,0,0,6,2,0,0,50,0,1998,0,8.45941953018232,7.732309367415288,11.9415655,1.3516979,1.17392240625,108537,0.03685379179450326,0.5343799810202972,8887,1382,0.0030381456059412624,0.002894356005788712
1998-06-09,1998,6,9,Tuesday,22,3,0.136363636,2856,92,1613,0,6,501,154,582,0,0,30,0,0,0,62,0,1998,0,9.439832275780939,8.783063917404476,12.870075,1.5423822,1.4802764208333334,108537,0.027640343845877442,0.8476372112735749,8887,1382,0.0024755260492854733,0.002170767004341534
1998-06-10,1998,6,10,Wednesday,25,3,0.12,2093,56,426,0,200,534,80,552,301,0,0,0,0,0,56,0,1998,0,9.839207102003927,8.554478465071075,13.625881,1.6164222,1.4602661291666665,108537,0.027640343845877442,0.5159530851230456,8887,1382,0.002813097783278947,0.002170767004341534
1998-06-11,1998,6,11,Thursday,22,0,0,2103,0,366,0,725,391,85,536,0,0,0,0,0,0,0,0,1998,0,9.232308134225383,8.276223077038415,12.588597,1.492425,1.3861492041666668,108537,0,0,8887,1382,0.0024755260492854733,0
1998-06-12,1998,6,12,Friday,30,3,0.1,3201,69,454,0,1272,941,150,384,0,0,39,0,0,0,30,0,1998,0,8.358409547804476,7.147189909864584,11.750381,1.3821636,1.2442685833333333,108537,0.027640343845877442,0.6357279084551812,8887,1382,0.003375717339934736,0.002170767004341534
1998-06-13,1998,6,13,Saturday,31,5,0.161290323,1396,118,288,0,65,555,40,403,45,0,0,0,0,0,118,0,1998,0,7.025753394604652,5.593898549348944,10.126497,1.0658907,0.9851335933333333,108537,0.046067239743129075,1.087186857937846,8887,1382,0.003488241251265894,0.00361794500723589
1998-06-14,1998,6,14,Sunday,19,3,0.157894737,1328,75,230,0,140,435,0,224,299,0,0,0,0,0,75,0,1998,1,6.705853592670061,6.248696436841546,9.843097,1.0572546,1.0112093395833333,108537,0.027640343845877442,0.6910085961469361,8887,1382,0.0021379543152919996,0.002170767004341534
1998-06-15,1998,6,15,Monday,25,0,0,1941,0,572,0,768,161,0,440,0,0,0,0,0,0,0,0,1998,0,9.63406238666872,7.321463420293326,12.823094,1.3760009,1.1637789666666667,108537,0,0,8887,1382,0.002813097783278947,0
1998-06-16,1998,6,16,Tuesday,27,5,0.185185185,3783,184,1979,0,265,748,0,791,0,0,8,0,0,0,176,0,1998,0,7.730761466600184,7.175333926368687,11.434437,1.2736415,1.1862676625,108537,0.046067239743129075,1.6952744225471499,8887,1382,0.0030381456059412624,0.00361794500723589
1998-06-17,1998,6,17,Wednesday,22,4,0.181818182,1630,138,422,0,344,344,100,420,0,0,0,0,0,0,138,0,1998,0,7.760786068920348,6.6241060405332135,11.187543,1.1721625,1.1030620333333334,108537,0.03685379179450326,1.2714558169103625,8887,1382,0.0024755260492854733,0.002894356005788712
1998-06-18,1998,6,18,Thursday,20,3,0.15,1929,143,375,0,889,309,31,325,0,0,0,0,0,0,143,0,1998,0,8.57936317704367,7.471970953237503,12.312506,1.3256484,1.2018262208333332,108537,0.027640343845877442,1.3175230566534915,8887,1382,0.0022504782266231575,0.002170767004341534
1998-06-19,1998,6,19,Friday,27,5,0.185185185,3049,182,385,0,1245,988,0,431,0,0,45,3,0,0,134,0,1998,0,8.481216281876144,7.567193926508123,12.61555,1.3553597,1.2881190333333332,108537,0.046067239743129075,1.6768475266498981,8887,1382,0.0030381456059412624,0.00361794500723589
